n,depth,positions
5013,2,1280
5013,3,726
5013,4,571
5013,5,154
5013,6,10
5014,0,568
5014,1,1684
5014,2,1333
5014,3,694
5014,4,570
5014,5,152
5014,6,13
5015,0,548
5015,1,1739
5015,2,1261
5015,3,765
5015,4,516
5015,5,176
5015,6,10
5016,0,604
5016,1,1628
5016,2,1324
5016,3,748
5016,4,553
5016,5,147
5016,6,12
5017,0,587
5017,1,1667
5017,2,1281
5017,3,741
5017,4,576
5017,5,157
5017,6,7
5017,7,1
5018,0,601
5018,1,1655
5018,2,1302
5018,3,730
5018,4,562
5018,5,157
5018,6,11
5019,0,576
5019,1,1702
5019,2,1271
5019,3,744
5019,4,558
5019,5,156
5019,6,12
5020,0,570
5020,1,1693
5020,2,1305
5020,3,723
5020,4,549
5020,5,167
5020,6,12
5020,7,1
5021,0,576
5021,1,1682
5021,2,1310
5021,3,740
5021,4,545
5021,5,159
5021,6,9
5022,0,581
5022,1,1673
5022,2,1309
5022,3,727
5022,4,560
5022,5,158
5022,6,14
5023,0,557
5023,1,1737
5023,2,1272
5023,3,724
5023,4,556
5023,5,169
5023,6,8
5024,0,580
5024,1,1677
5024,2,1292
5024,3,756
5024,4,552
5024,5,155
5024,6,12
5025,0,596
5025,1,1633
5025,2,1343
5025,3,738
5025,4,541
5025,5,163
5025,6,11
5026,0,591
5026,1,1658
5026,2,1315
5026,3,730
5026,4,574
5026,5,144
5026,6,14
5027,0,604
5027,1,1654
5027,2,1289
5027,3,735
5027,4,585
5027,5,148
5027,6,12
5028,0,578
5028,1,1685
5028,2,1307
5028,3,751
5028,4,525
5028,5,171
5028,6,11
5029,0,582
5029,1,1722
5029,2,1226
5029,3,758
5029,4,581
5029,5,147
5029,6,13
5030,0,599
5030,1,1641
5030,2,1303
5030,3,766
5030,4,571
5030,5,136
5030,6,14
5031,0,608
5031,1,1666
5031,2,1268
5031,3,752
5031,4,563
5031,5,164
5031,6,10
5032,0,586
5032,1,1663
5032,2,1310
5032,3,764
5032,4,549
5032,5,145
5032,6,15
5033,0,606
5033,1,1627
5033,2,1339
5033,3,724
5033,4,578
5033,5,145
5033,6,14
5034,0,573
5034,1,1697
5034,2,1306
5034,3,745
5034,4,544
5034,5,156
5034,6,13
5035,0,571
5035,1,1708
5035,2,1286
5035,3,729
5035,4,570
5035,5,157
5035,6,14
5036,0,570
5036,1,1694
5036,2,1303
5036,3,738
5036,4,567
5036,5,154
5036,6,10
5037,0,608
5037,1,1646
5037,2,1321
5037,3,725
5037,4,570
5037,5,154
5037,6,13
5038,0,605
5038,1,1669
5038,2,1268
5038,3,773
5038,4,563
5038,5,150
5038,6,9
5038,7,1
5039,0,599
5039,1,1670
5039,2,1277
5039,3,768
5039,4,544
5039,5,173
5039,6,8
5040,0,578
5040,1,1718
5040,2,1258
5040,3,757
5040,4,561
5040,5,156
5040,6,12
5041,0,580
5041,1,1672
5041,2,1309
5041,3,765
5041,4,546
5041,5,157
5041,6,12
5042,0,582
5042,1,1679
5042,2,1313
5042,3,748
5042,4,552
5042,5,157
5042,6,11
5043,0,573
5043,1,1712
5043,2,1285
5043,3,732
5043,4,568
5043,5,163
5043,6,10
5044,0,612
5044,1,1641
5044,2,1324
5044,3,731
5044,4,573
5044,5,149
5044,6,14
5045,0,612
5045,1,1632
5045,2,1310
5045,3,790
5045,4,534
5045,5,155
5045,6,12
5046,0,610
5046,1,1647
5046,2,1295
5046,3,752
5046,4,578
5046,5,150
5046,6,14
5047,0,592
5047,1,1676
5047,2,1300
5047,3,766
5047,4,533
5047,5,168
5047,6,12
5048,0,583
5048,1,1685
5048,2,1322
5048,3,729
5048,4,557
5048,5,162
5048,6,10
5049,0,573
5049,1,1701
5049,2,1304
5049,3,735
5049,4,559
5049,5,170
5049,6,7
5050,0,579
5050,1,1713
5050,2,1301
5050,3,731
5050,4,544
5050,5,168
5050,6,14
5051,0,585
5051,1,1668
5051,2,1305
5051,3,786
5051,4,548
5051,5,148
5051,6,11
5052,0,614
5052,1,1645
5052,2,1314
5052,3,733
5052,4,579
5052,5,153
5052,6,14
5053,0,608
5053,1,1648
5053,2,1312
5053,3,751
5053,4,562
5053,5,161
5053,6,11
5054,0,589
5054,1,1673
5054,2,1324
5054,3,748
5054,4,554
5054,5,153
5054,6,13
5055,0,580
5055,1,1684
5055,2,1332
5055,3,733
5055,4,554
5055,5,158
5055,6,14
5056,0,588
5056,1,1677
5056,2,1336
5056,3,728
5056,4,546
5056,5,172
5056,6,9
5057,0,616
5057,1,1645
5057,2,1312
5057,3,743
5057,4,574
5057,5,154
5057,6,13
5058,0,592
5058,1,1683
5058,2,1288
5058,3,761
5058,4,567
5058,5,156
5058,6,11
5059,0,589
5059,1,1691
5059,2,1293
5059,3,767
5059,4,544
5059,5,165
5059,6,10
5060,0,592
5060,1,1665
5060,2,1328
5060,3,742
5060,4,564
5060,5,158
5060,6,11
5061,0,582
5061,1,1699
5061,2,1293
5061,3,754
5061,4,565
5061,5,154
5061,6,14
5062,0,587
5062,1,1673
5062,2,1320
5062,3,772
5062,4,543
5062,5,155
5062,6,12
5063,0,632
5063,1,1631
5063,2,1305
5063,3,751
5063,4,577
5063,5,157
5063,6,9
5063,7,1
5064,0,607
5064,1,1654
5064,2,1340
5064,3,732
5064,4,559
5064,5,163
5064,6,8
5064,7,1
5065,0,547
5065,1,1768
5065,2,1270
5065,3,756
5065,4,545
5065,5,169
5065,6,10
5066,0,563
5066,1,1713
5066,2,1320
5066,3,736
5066,4,563
5066,5,159
5066,6,12
5067,0,618
5067,1,1648
5067,2,1319
5067,3,745
5067,4,569
5067,5,156
5067,6,12
5068,0,586
5068,1,1682
5068,2,1316
5068,3,777
5068,4,527
5068,5,170
5068,6,9
5068,7,1
5069,0,605
5069,1,1662
5069,2,1314
5069,3,765
5069,4,548
5069,5,164
5069,6,11
5070,0,609
5070,1,1655
5070,2,1298
5070,3,790
5070,4,543
5070,5,164
5070,6,11
5071,0,599
5071,1,1685
5071,2,1302
5071,3,753
5071,4,563
5071,5,156
5071,6,13
5072,0,564
5072,1,1732
5072,2,1295
5072,3,747
5072,4,572
5072,5,148
5072,6,14
5073,0,608
5073,1,1659
5073,2,1326
5073,3,746
5073,4,557
5073,5,169
5073,6,7
5073,7,1
5074,0,612
5074,1,1672
5074,2,1299
5074,3,740
5074,4,571
5074,5,172
5074,6,8
5075,0,598
5075,1,1657
5075,2,1342
5075,3,756
5075,4,550
5075,5,161
5075,6,11
5076,0,598
5076,1,1685
5076,2,1320
5076,3,732
5076,4,573
5076,5,156
5076,6,12
5077,0,591
5077,1,1671
5077,2,1330
5077,3,759
5077,4,555
5077,5,160
5077,6,10
5077,7,1
5078,0,606
5078,1,1684
5078,2,1299
5078,3,737
5078,4,587
5078,5,153
5078,6,12
5079,0,596
5079,1,1677
5079,2,1318
5079,3,763
5079,4,559
5079,5,154
5079,6,12
5080,0,619
5080,1,1669
5080,2,1294
5080,3,735
5080,4,597
5080,5,152
5080,6,14
5081,0,601
5081,1,1650
5081,2,1359
5081,3,752
5081,4,552
5081,5,158
5081,6,9
5082,0,591
5082,1,1692
5082,2,1288
5082,3,798
5082,4,531
5082,5,170
5082,6,12
5083,0,621
5083,1,1647
5083,2,1319
5083,3,772
5083,4,551
5083,5,162
5083,6,11
5084,0,577
5084,1,1711
5084,2,1293
5084,3,782
5084,4,555
5084,5,152
5084,6,14
5085,0,595
5085,1,1674
5085,2,1348
5085,3,742
5085,4,549
5085,5,163
5085,6,14
5086,0,580
5086,1,1715
5086,2,1292
5086,3,767
5086,4,555
5086,5,166
5086,6,11
5087,0,611
5087,1,1660
5087,2,1337
5087,3,740
5087,4,573
5087,5,152
5087,6,14
5088,0,602
5088,1,1662
5088,2,1335
5088,3,765
5088,4,555
5088,5,154
5088,6,15
5089,0,571
5089,1,1713
5089,2,1336
5089,3,743
5089,4,551
5089,5,166
5089,6,9
5090,0,597
5090,1,1703
5090,2,1292
5090,3,756
5090,4,571
5090,5,158
5090,6,13
5091,0,610
5091,1,1668
5091,2,1315
5091,3,737
5091,4,604
5091,5,144
5091,6,13
5092,0,614
5092,1,1653
5092,2,1330
5092,3,755
5092,4,576
5092,5,150
5092,6,14
5093,0,585
5093,1,1693
5093,2,1366
5093,3,715
5093,4,561
5093,5,160
5093,6,13
5094,0,576
5094,1,1729
5094,2,1272
5094,3,773
5094,4,578
5094,5,155
5094,6,11
5095,0,593
5095,1,1718
5095,2,1298
5095,3,760
5095,4,541
5095,5,176
5095,6,9
5096,0,615
5096,1,1653
5096,2,1315
5096,3,783
5096,4,569
5096,5,147
5096,6,14
5097,0,614
5097,1,1686
5097,2,1290
5097,3,759
5097,4,572
5097,5,162
5097,6,14
5098,0,592
5098,1,1681
5098,2,1352
5098,3,746
5098,4,560
5098,5,155
5098,6,11
5098,7,1
5099,0,590
5099,1,1708
5099,2,1296
5099,3,760
5099,4,566
5099,5,169
5099,6,10
5100,0,588
5100,1,1714
5100,2,1299
5100,3,761
5100,4,577
5100,5,149
5100,6,11
5100,7,1
5101,0,597
5101,1,1678
5101,2,1342
5101,3,749
5101,4,559
5101,5,163
5101,6,13
5102,0,616
5102,1,1653
5102,2,1341
5102,3,761
5102,4,564
5102,5,155
5102,6,12
5103,0,591
5103,1,1700
5103,2,1317
5103,3,766
5103,4,558
5103,5,160
5103,6,11
5104,0,596
5104,1,1692
5104,2,1314
5104,3,749
5104,4,585
5104,5,156
5104,6,12
5105,0,594
5105,1,1713
5105,2,1287
5105,3,786
5105,4,556
5105,5,155
5105,6,14
5106,0,584
5106,1,1715
5106,2,1337
5106,3,721
5106,4,574
5106,5,163
5106,6,12
5107,0,617
5107,1,1655
5107,2,1339
5107,3,753
5107,4,566
5107,5,163
5107,6,14
5108,0,611
5108,1,1699
5108,2,1303
5108,3,752
5108,4,570
5108,5,165
5108,6,7
5108,7,1
5109,0,568
5109,1,1748
5109,2,1272
5109,3,796
5109,4,552
5109,5,163
5109,6,9
5109,7,1
5110,0,611
5110,1,1670
5110,2,1317
5110,3,787
5110,4,550
5110,5,165
5110,6,10
5111,0,619
5111,1,1654
5111,2,1324
5111,3,767
5111,4,577
5111,5,160
5111,6,10
5112,0,591
5112,1,1705
5112,2,1343
5112,3,728
5112,4,556
5112,5,177
5112,6,12
5113,0,590
5113,1,1714
5113,2,1297
5113,3,768
5113,4,578
5113,5,156
5113,6,10
5114,0,608
5114,1,1680
5114,2,1343
5114,3,739
5114,4,564
5114,5,171
5114,6,9
5115,0,584
5115,1,1715
5115,2,1319
5115,3,773
5115,4,555
5115,5,154
5115,6,14
5115,7,1
5116,0,595
5116,1,1702
5116,2,1326
5116,3,746
5116,4,577
5116,5,156
5116,6,14
5117,0,593
5117,1,1712
5117,2,1315
5117,3,748
5117,4,582
5117,5,156
5117,6,11
5118,0,583
5118,1,1744
5118,2,1301
5118,3,736
5118,4,562
5118,5,182
5118,6,10
5119,0,611
5119,1,1649
5119,2,1391
5119,3,732
5119,4,564
5119,5,160
5119,6,12
5120,0,615
5120,1,1678
5120,2,1302
5120,3,795
5120,4,562
5120,5,155
5120,6,13
5121,0,597
5121,1,1690
5121,2,1340
5121,3,748
5121,4,572
5121,5,165
5121,6,9
5122,0,574
5122,1,1713
5122,2,1361
5122,3,742
5122,4,552
5122,5,167
5122,6,13
5123,0,571
5123,1,1770
5123,2,1275
5123,3,743
5123,4,597
5123,5,158
5123,6,9
5124,0,597
5124,1,1699
5124,2,1342
5124,3,740
5124,4,578
5124,5,151
5124,6,17
5125,0,619
5125,1,1699
5125,2,1262
5125,3,812
5125,4,564
5125,5,160
5125,6,9
5126,0,603
5126,1,1690
5126,2,1337
5126,3,744
5126,4,570
5126,5,172
5126,6,10
5127,0,592
5127,1,1704
5127,2,1367
5127,3,724
5127,4,566
5127,5,161
5127,6,12
5127,7,1
5128,0,614
5128,1,1701
5128,2,1277
5128,3,766
5128,4,596
5128,5,165
5128,6,9
5129,0,602
5129,1,1694
5129,2,1351
5129,3,739
5129,4,573
5129,5,160
5129,6,10
5130,0,610
5130,1,1685
5130,2,1326
5130,3,763
5130,4,566
5130,5,170
5130,6,10
5131,0,610
5131,1,1657
5131,2,1374
5131,3,765
5131,4,560
5131,5,150
5131,6,15
5132,0,567
5132,1,1727
5132,2,1361
5132,3,739
5132,4,560
5132,5,168
5132,6,10
5133,0,594
5133,1,1728
5133,2,1314
5133,3,757
5133,4,547
5133,5,182
5133,6,11
5134,0,614
5134,1,1691
5134,2,1289
5134,3,792
5134,4,589
5134,5,148
5134,6,11
5135,0,603
5135,1,1685
5135,2,1355
5135,3,749
5135,4,581
5135,5,146
5135,6,16
5136,0,604
5136,1,1695
5136,2,1330
5136,3,786
5136,4,541
5136,5,168
5136,6,12
5137,0,617
5137,1,1659
5137,2,1356
5137,3,752
5137,4,581
5137,5,155
5137,6,17
5138,0,626
5138,1,1646
5138,2,1372
5138,3,755
5138,4,565
5138,5,165
5138,6,9
5139,0,631
5139,1,1645
5139,2,1345
5139,3,783
5139,4,567
5139,5,157
5139,6,11
5140,0,595
5140,1,1706
5140,2,1343
5140,3,756
5140,4,555
5140,5,173
5140,6,12
5141,0,572
5141,1,1744
5141,2,1344
5141,3,751
5141,4,544
5141,5,172
5141,6,14
5142,0,581
5142,1,1729
5142,2,1328
5142,3,761
5142,4,573
5142,5,158
5142,6,12
5143,0,612
5143,1,1681
5143,2,1361
5143,3,738
5143,4,570
5143,5,171
5143,6,10
5144,0,618
5144,1,1679
5144,2,1352
5144,3,749
5144,4,570
5144,5,167
5144,6,9
5145,0,589
5145,1,1743
5145,2,1293
5145,3,777
5145,4,558
5145,5,175
5145,6,9
5145,7,1
5146,0,621
5146,1,1648
5146,2,1371
5146,3,772
5146,4,553
5146,5,172
5146,6,8
5146,7,1
5147,0,617
5147,1,1666
5147,2,1368
5147,3,761
5147,4,557
5147,5,166
5147,6,12
5148,0,621
5148,1,1676
5148,2,1338
5148,3,773
5148,4,567
5148,5,161
5148,6,12
5149,0,588
5149,1,1728
5149,2,1338
5149,3,742
5149,4,574
5149,5,166
5149,6,13
5150,0,596
5150,1,1686
5150,2,1361
5150,3,772
5150,4,575
5150,5,149
5150,6,10
5150,7,1
5151,0,623
5151,1,1700
5151,2,1304
5151,3,779
5151,4,572
5151,5,163
5151,6,10
5152,0,604
5152,1,1682
5152,2,1362
5152,3,765
5152,4,560
5152,5,167
5152,6,12
5153,0,619
5153,1,1678
5153,2,1346
5153,3,751
5153,4,585
5153,5,161
5153,6,12
5153,7,1
5154,0,595
5154,1,1723
5154,2,1340
5154,3,757
5154,4,564
5154,5,164
5154,6,11
5155,0,605
5155,1,1699
5155,2,1341
5155,3,749
5155,4,588
5155,5,163
5155,6,10
5156,0,610
5156,1,1714
5156,2,1319
5156,3,762
5156,4,576
5156,5,163
5156,6,12
5157,0,580
5157,1,1718
5157,2,1358
5157,3,757
5157,4,566
5157,5,165
5157,6,13
5158,0,596
5158,1,1717
5158,2,1358
5158,3,729
5158,4,594
5158,5,149
5158,6,15
5159,0,607
5159,1,1698
5159,2,1342
5159,3,787
5159,4,539
5159,5,176
5159,6,9
5159,7,1
5160,0,615
5160,1,1698
5160,2,1341
5160,3,752
5160,4,571
5160,5,172
5160,6,11
5161,0,615
5161,1,1694
5161,2,1322
5161,3,792
5161,4,561
5161,5,167
5161,6,9
5161,7,1
5162,0,598
5162,1,1710
5162,2,1354
5162,3,754
5162,4,571
5162,5,164
5162,6,11
5163,0,608
5163,1,1710
5163,2,1320
5163,3,783
5163,4,571
5163,5,160
5163,6,11
5164,0,596
5164,1,1702
5164,2,1370
5164,3,761
5164,4,559
5164,5,160
5164,6,16
5165,0,628
5165,1,1688
5165,2,1307
5165,3,778
5165,4,602
5165,5,151
5165,6,11
5166,0,581
5166,1,1754
5166,2,1326
5166,3,753
5166,4,578
5166,5,161
5166,6,13
5167,0,598
5167,1,1721
5167,2,1345
5167,3,747
5167,4,573
5167,5,172
5167,6,11
5168,0,636
5168,1,1661
5168,2,1328
5168,3,810
5168,4,568
5168,5,151
5168,6,14
5169,0,564
5169,1,1759
5169,2,1364
5169,3,746
5169,4,553
5169,5,170
5169,6,13
5170,0,604
5170,1,1743
5170,2,1301
5170,3,753
5170,4,588
5170,5,172
5170,6,9
5171,0,584
5171,1,1748
5171,2,1337
5171,3,748
5171,4,573
5171,5,171
5171,6,10
5172,0,582
5172,1,1762
5172,2,1307
5172,3,762
5172,4,583
5172,5,164
5172,6,11
5172,7,1
5173,0,630
5173,1,1661
5173,2,1371
5173,3,764
5173,4,562
5173,5,180
5173,6,4
5173,7,1
5174,0,577
5174,1,1768
5174,2,1300
5174,3,789
5174,4,570
5174,5,155
5174,6,15
5175,0,622
5175,1,1692
5175,2,1359
5175,3,734
5175,4,590
5175,5,165
5175,6,13
5176,0,603
5176,1,1709
5176,2,1365
5176,3,757
5176,4,551
5176,5,181
5176,6,10
5177,0,612
5177,1,1700
5177,2,1348
5177,3,785
5177,4,562
5177,5,155
5177,6,15
5178,0,601
5178,1,1722
5178,2,1309
5178,3,795
5178,4,580
5178,5,159
5178,6,12
5179,0,586
5179,1,1737
5179,2,1373
5179,3,728
5179,4,581
5179,5,160
5179,6,14
5180,0,615
5180,1,1699
5180,2,1329
5180,3,800
5180,4,565
5180,5,158
5180,6,14
5181,0,619
5181,1,1702
5181,2,1322
5181,3,782
5181,4,591
5181,5,152
5181,6,13
5182,0,602
5182,1,1714
5182,2,1373
5182,3,748
5182,4,562
5182,5,166
5182,6,17
5183,0,610
5183,1,1711
5183,2,1332
5183,3,776
5183,4,573
5183,5,172
5183,6,9
5184,0,627
5184,1,1695
5184,2,1328
5184,3,764
5184,4,604
5184,5,153
5184,6,13
5185,0,591
5185,1,1717
5185,2,1380
5185,3,763
5185,4,545
5185,5,179
5185,6,9
5185,7,1
5186,0,608
5186,1,1713
5186,2,1349
5186,3,756
5186,4,591
5186,5,154
5186,6,15
5187,0,621
5187,1,1689
5187,2,1361
5187,3,772
5187,4,564
5187,5,170
5187,6,10
5188,0,604
5188,1,1716
5188,2,1350
5188,3,768
5188,4,581
5188,5,156
5188,6,13
5189,0,611
5189,1,1706
5189,2,1354
5189,3,764
5189,4,569
5189,5,175
5189,6,10
5190,0,594
5190,1,1737
5190,2,1346
5190,3,773
5190,4,552
5190,5,173
5190,6,15
5191,0,613
5191,1,1694
5191,2,1357
5191,3,790
5191,4,570
5191,5,154
5191,6,13
5192,0,635
5192,1,1686
5192,2,1336
5192,3,774
5192,4,585
5192,5,165
5192,6,11
5193,0,600
5193,1,1717
5193,2,1357
5193,3,785
5193,4,554
5193,5,167
5193,6,13
5194,0,597
5194,1,1734
5194,2,1352
5194,3,756
5194,4,567
5194,5,177
5194,6,11
5195,0,616
5195,1,1723
5195,2,1314
5195,3,776
5195,4,593
5195,5,164
5195,6,9
5196,0,620
5196,1,1650
5196,2,1433
5196,3,763
5196,4,547
5196,5,171
5196,6,12
5197,0,603
5197,1,1723
5197,2,1358
5197,3,763
5197,4,567
5197,5,169
5197,6,14
5198,0,608
5198,1,1717
5198,2,1346
5198,3,773
5198,4,583
5198,5,161
5198,6,10
5199,0,584
5199,1,1760
5199,2,1334
5199,3,777
5199,4,579
5199,5,149
5199,6,16
5200,0,602
5200,1,1719
5200,2,1356
5200,3,768
5200,4,581
5200,5,159
5200,6,15
5201,0,622
5201,1,1709
5201,2,1353
5201,3,730
5201,4,617
5201,5,156
5201,6,14
5202,0,606
5202,1,1722
5202,2,1352
5202,3,775
5202,4,573
5202,5,161
5202,6,13
5203,0,630
5203,1,1672
5203,2,1370
5203,3,790
5203,4,562
5203,5,165
5203,6,14
5204,0,634
5204,1,1671
5204,2,1373
5204,3,774
5204,4,576
5204,5,163
5204,6,13
5205,0,617
5205,1,1720
5205,2,1323
5205,3,796
5205,4,565
5205,5,173
5205,6,11
5206,0,585
5206,1,1746
5206,2,1370
5206,3,759
5206,4,563
5206,5,174
5206,6,9
5207,0,606
5207,1,1739
5207,2,1350
5207,3,753
5207,4,578
5207,5,167
5207,6,14
5208,0,623
5208,1,1694
5208,2,1349
5208,3,783
5208,4,582
5208,5,166
5208,6,11
5209,0,604
5209,1,1728
5209,2,1370
5209,3,744
5209,4,580
5209,5,171
5209,6,12
5210,0,634
5210,1,1668
5210,2,1382
5210,3,783
5210,4,568
5210,5,161
5210,6,14
5211,0,603
5211,1,1737
5211,2,1341
5211,3,772
5211,4,575
5211,5,171
5211,6,12
5212,0,602
5212,1,1717
5212,2,1383
5212,3,774
5212,4,556
5212,5,166
5212,6,14
5213,0,609
5213,1,1725
5213,2,1332
5213,3,790
5213,4,596
5213,5,149
5213,6,11
5213,7,1
5214,0,582
5214,1,1774
5214,2,1334
5214,3,767
5214,4,580
5214,5,165
5214,6,12
5215,0,624
5215,1,1732
5215,2,1323
5215,3,760
5215,4,591
5215,5,172
5215,6,13
5216,0,592
5216,1,1735
5216,2,1368
5216,3,786
5216,4,568
5216,5,152
5216,6,15
5217,0,623
5217,1,1704
5217,2,1368
5217,3,752
5217,4,589
5217,5,170
5217,6,11
5218,0,600
5218,1,1718
5218,2,1378
5218,3,776
5218,4,568
5218,5,168
5218,6,9
5218,7,1
5219,0,596
5219,1,1753
5219,2,1358
5219,3,742
5219,4,592
5219,5,166
5219,6,12
5220,0,615
5220,1,1749
5220,2,1305
5220,3,786
5220,4,583
5220,5,167
5220,6,15
5221,0,595
5221,1,1749
5221,2,1355
5221,3,755
5221,4,594
5221,5,166
5221,6,7
5222,0,586
5222,1,1761
5222,2,1370
5222,3,766
5222,4,550
5222,5,178
5222,6,11
5223,0,621
5223,1,1727
5223,2,1322
5223,3,778
5223,4,600
5223,5,165
5223,6,9
5223,7,1
5224,0,607
5224,1,1727
5224,2,1360
5224,3,760
5224,4,604
5224,5,154
5224,6,12
5225,0,608
5225,1,1752
5225,2,1349
5225,3,751
5225,4,585
5225,5,171
5225,6,9
5226,0,602
5226,1,1727
5226,2,1373
5226,3,781
5226,4,558
5226,5,171
5226,6,13
5226,7,1
5227,0,598
5227,1,1735
5227,2,1371
5227,3,752
5227,4,593
5227,5,167
5227,6,11
5228,0,628
5228,1,1715
5228,2,1338
5228,3,784
5228,4,603
5228,5,146
5228,6,14
5229,0,602
5229,1,1723
5229,2,1386
5229,3,763
5229,4,566
5229,5,179
5229,6,10
5230,0,620
5230,1,1728
5230,2,1347
5230,3,778
5230,4,572
5230,5,174
5230,6,11
5231,0,578
5231,1,1790
5231,2,1371
5231,3,716
5231,4,589
5231,5,177
5231,6,9
5231,7,1
5232,0,627
5232,1,1707
5232,2,1339
5232,3,801
5232,4,586
5232,5,157
5232,6,15
5233,0,609
5233,1,1709
5233,2,1388
5233,3,793
5233,4,552
5233,5,169
5233,6,13
5234,0,623
5234,1,1720
5234,2,1349
5234,3,777
5234,4,587
5234,5,167
5234,6,11
5235,0,611
5235,1,1723
5235,2,1353
5235,3,799
5235,4,572
5235,5,161
5235,6,16
5236,0,618
5236,1,1729
5236,2,1354
5236,3,772
5236,4,590
5236,5,162
5236,6,11
5237,0,630
5237,1,1720
5237,2,1343
5237,3,761
5237,4,608
5237,5,162
5237,6,13
5238,0,628
5238,1,1694
5238,2,1372
5238,3,786
5238,4,587
5238,5,158
5238,6,13
5239,0,580
5239,1,1760
5239,2,1403
5239,3,733
5239,4,579
5239,5,172
5239,6,12
5240,0,623
5240,1,1705
5240,2,1398
5240,3,742
5240,4,596
5240,5,163
5240,6,12
5240,7,1
5241,0,607
5241,1,1743
5241,2,1356
5241,3,779
5241,4,566
5241,5,180
5241,6,10
5242,0,595
5242,1,1741
5242,2,1410
5242,3,722
5242,4,589
5242,5,172
5242,6,13
5243,0,598
5243,1,1782
5243,2,1316
5243,3,786
5243,4,585
5243,5,165
5243,6,11
5244,0,620
5244,1,1716
5244,2,1368
5244,3,776
5244,4,588
5244,5,165
5244,6,11
5245,0,623
5245,1,1704
5245,2,1398
5245,3,764
5245,4,563
5245,5,182
5245,6,11
5246,0,620
5246,1,1742
5246,2,1317
5246,3,802
5246,4,592
5246,5,160
5246,6,13
5247,0,609
5247,1,1733
5247,2,1355
5247,3,807
5247,4,566
5247,5,163
5247,6,14
5248,0,623
5248,1,1714
5248,2,1376
5248,3,777
5248,4,582
5248,5,167
5248,6,8
5248,7,1
5249,0,613
5249,1,1748
5249,2,1329
5249,3,796
5249,4,582
5249,5,166
5249,6,15
5250,0,615
5250,1,1728
5250,2,1381
5250,3,769
5250,4,580
5250,5,164
5250,6,13
5251,0,623
5251,1,1697
5251,2,1391
5251,3,790
5251,4,576
5251,5,160
5251,6,14
5252,0,626
5252,1,1733
5252,2,1341
5252,3,774
5252,4,587
5252,5,183
5252,6,7
5252,7,1
5253,0,660
5253,1,1648
5253,2,1398
5253,3,794
5253,4,573
5253,5,168
5253,6,12
5254,0,579
5254,1,1770
5254,2,1384
5254,3,777
5254,4,568
5254,5,160
5254,6,16
5255,0,599
5255,1,1760
5255,2,1356
5255,3,769
5255,4,592
5255,5,167
5255,6,12
5256,0,636
5256,1,1713
5256,2,1359
5256,3,778
5256,4,599
5256,5,156
5256,6,15
5257,0,602
5257,1,1784
5257,2,1313
5257,3,796
5257,4,572
5257,5,178
5257,6,12
5258,0,607
5258,1,1752
5258,2,1358
5258,3,772
5258,4,601
5258,5,158
5258,6,10
5259,0,619
5259,1,1740
5259,2,1350
5259,3,787
5259,4,587
5259,5,159
5259,6,17
5260,0,604
5260,1,1784
5260,2,1321
5260,3,763
5260,4,610
5260,5,166
5260,6,11
5260,7,1
5261,0,595
5261,1,1767
5261,2,1361
5261,3,767
5261,4,600
5261,5,157
5261,6,14
5262,0,599
5262,1,1754
5262,2,1384
5262,3,762
5262,4,585
5262,5,167
5262,6,11
5263,0,633
5263,1,1719
5263,2,1359
5263,3,789
5263,4,581
5263,5,168
5263,6,14
5264,0,597
5264,1,1771
5264,2,1349
5264,3,785
5264,4,595
5264,5,151
5264,6,16
5265,0,636
5265,1,1692
5265,2,1372
5265,3,813
5265,4,587
5265,5,146
5265,6,19
5266,0,675
5266,1,1623
5266,2,1422
5266,3,787
5266,4,580
5266,5,164
5266,6,15
5267,0,617
5267,1,1730
5267,2,1364
5267,3,805
5267,4,564
5267,5,178
5267,6,9
5268,0,585
5268,1,1776
5268,2,1393
5268,3,758
5268,4,566
5268,5,181
5268,6,9
5269,0,610
5269,1,1784
5269,2,1329
5269,3,757
5269,4,592
5269,5,187
5269,6,10
5270,0,618
5270,1,1716
5270,2,1417
5270,3,769
5270,4,558
5270,5,185
5270,6,7
5271,0,591
5271,1,1800
5271,2,1343
5271,3,760
5271,4,588
5271,5,177
5271,6,12
5272,0,615
5272,1,1726
5272,2,1404
5272,3,757
5272,4,598
5272,5,158
5272,6,14
5273,0,619
5273,1,1737
5273,2,1355
5273,3,792
5273,4,592
5273,5,165
5273,6,13
5274,0,595
5274,1,1795
5274,2,1348
5274,3,763
5274,4,590
5274,5,172
5274,6,10
5274,7,1
5275,0,621
5275,1,1729
5275,2,1385
5275,3,760
5275,4,599
5275,5,169
5275,6,11
5275,7,1
5276,0,580
5276,1,1813
5276,2,1346
5276,3,771
5276,4,575
5276,5,182
5276,6,9
5277,0,602
5277,1,1768
5277,2,1366
5277,3,777
5277,4,586
5277,5,166
5277,6,12
5278,0,629
5278,1,1704
5278,2,1420
5278,3,767
5278,4,573
5278,5,172
5278,6,13
5279,0,638
5279,1,1699
5279,2,1356
5279,3,844
5279,4,565
5279,5,163
5279,6,14
5280,0,612
5280,1,1759
5280,2,1361
5280,3,778
5280,4,588
5280,5,171
5280,6,11
5281,0,629
5281,1,1710
5281,2,1404
5281,3,777
5281,4,578
5281,5,171
5281,6,11
5281,7,1
5282,0,632
5282,1,1715
5282,2,1363
5282,3,799
5282,4,600
